"Date","Index"
1996-02-12 01:00:00,5600.15
1996-02-13 01:00:00,5601.23
1996-02-14 01:00:00,5579.55
1996-02-15 01:00:00,5551.37
1996-02-16 01:00:00,5503.32
1996-02-19 01:00:00,5503.32
1996-02-20 01:00:00,5458.53
1996-02-21 01:00:00,5515.97
1996-02-22 01:00:00,5608.46
1996-02-23 01:00:00,5630.49
1996-02-26 01:00:00,5565.1
1996-02-27 01:00:00,5549.21
1996-02-28 01:00:00,5506.21
1996-02-29 01:00:00,5485.62
1996-03-01 01:00:00,5536.56
1996-03-04 01:00:00,5600.15
1996-03-05 01:00:00,5642.42
1996-03-06 01:00:00,5629.77
1996-03-07 01:00:00,5641.69
1996-03-08 01:00:00,5470.45
1996-03-11 01:00:00,5581
1996-03-12 01:00:00,5583.89
1996-03-13 01:00:00,5568.72
1996-03-14 01:00:00,5586.06
1996-03-15 01:00:00,5584.97
1996-03-18 01:00:00,5683.6
1996-03-19 01:00:00,5669.51
1996-03-20 01:00:00,5655.42
1996-03-21 01:00:00,5626.88
1996-03-22 01:00:00,5636.64
1996-03-25 01:00:00,5643.86
1996-03-26 01:00:00,5670.6
1996-03-27 01:00:00,5626.88
1996-03-28 01:00:00,5630.85
1996-03-29 01:00:00,5587.14
1996-04-01 02:00:00,5637.72
1996-04-02 02:00:00,5671.68
1996-04-03 02:00:00,5689.74
1996-04-04 02:00:00,5682.88
1996-04-05 02:00:00,5682.88
1996-04-08 02:00:00,5594.37
1996-04-09 02:00:00,5560.41
1996-04-10 02:00:00,5485.98
1996-04-11 02:00:00,5487.07
1996-04-12 02:00:00,5532.59
1996-04-15 02:00:00,5592.92
1996-04-16 02:00:00,5620.02
1996-04-17 02:00:00,5549.93
1996-04-18 02:00:00,5551.74
1996-04-19 02:00:00,5535.48
1996-04-22 02:00:00,5564.74
1996-04-23 02:00:00,5588.59
1996-04-24 02:00:00,5553.9
1996-04-25 02:00:00,5566.91
1996-04-26 02:00:00,5567.99
1996-04-29 02:00:00,5573.41
1996-04-30 02:00:00,5569.08
1996-05-01 02:00:00,5575.22
1996-05-02 02:00:00,5498.27
1996-05-03 02:00:00,5478.03
1996-05-06 02:00:00,5464.31
1996-05-07 02:00:00,5420.95
1996-05-08 02:00:00,5474.06
1996-05-09 02:00:00,5475.14
1996-05-10 02:00:00,5518.14
1996-05-13 02:00:00,5582.6
1996-05-14 02:00:00,5624.71
1996-05-15 02:00:00,5625.44
1996-05-16 02:00:00,5635.05
1996-05-17 02:00:00,5687.5
1996-05-20 02:00:00,5748.82
1996-05-21 02:00:00,5736.26
1996-05-22 02:00:00,5778
1996-05-23 02:00:00,5762.12
1996-05-24 02:00:00,5762.86
1996-05-27 02:00:00,5762.86
1996-05-28 02:00:00,5709.67
1996-05-29 02:00:00,5673.83
1996-05-30 02:00:00,5693.41
1996-05-31 02:00:00,5643.18
1996-06-03 02:00:00,5624.71
1996-06-04 02:00:00,5665.71
1996-06-05 02:00:00,5697.48
1996-06-06 02:00:00,5667.19
1996-06-07 02:00:00,5697.11
1996-06-10 02:00:00,5687.87
1996-06-11 02:00:00,5668.66
1996-06-12 02:00:00,5668.29
1996-06-13 02:00:00,5657.95
1996-06-14 02:00:00,5649.45
1996-06-17 02:00:00,5652.78
1996-06-18 02:00:00,5628.03
1996-06-19 02:00:00,5648.35
1996-06-20 02:00:00,5659.43
1996-06-21 02:00:00,5705.23
1996-06-24 02:00:00,5717.79
1996-06-25 02:00:00,5719.27
1996-06-26 02:00:00,5682.7
1996-06-27 02:00:00,5677.53
1996-06-28 02:00:00,5654.63
1996-07-01 02:00:00,5729.98
1996-07-02 02:00:00,5720.38
1996-07-03 02:00:00,5703.02
1996-07-04 02:00:00,5703.02
1996-07-05 02:00:00,5588.14
1996-07-08 02:00:00,5550.83
1996-07-09 02:00:00,5581.86
1996-07-10 02:00:00,5603.65
1996-07-11 02:00:00,5520.5
1996-07-12 02:00:00,5510.56
1996-07-15 02:00:00,5349.51
1996-07-16 02:00:00,5358.76
1996-07-17 02:00:00,5376.88
1996-07-18 02:00:00,5464.18
1996-07-19 02:00:00,5426.82
1996-07-22 02:00:00,5390.94
1996-07-23 02:00:00,5346.55
1996-07-24 02:00:00,5354.69
1996-07-25 02:00:00,5422.01
1996-07-26 02:00:00,5473.06
1996-07-29 02:00:00,5434.59
1996-07-30 02:00:00,5481.93
1996-07-31 02:00:00,5528.91
1996-08-01 02:00:00,5594.75
1996-08-02 02:00:00,5679.83
1996-08-05 02:00:00,5674.28
1996-08-06 02:00:00,5696.11
1996-08-07 02:00:00,5718.67
1996-08-08 02:00:00,5713.49
1996-08-09 02:00:00,5681.31
1996-08-12 02:00:00,5704.98
1996-08-13 02:00:00,5647.28
1996-08-14 02:00:00,5666.88
1996-08-15 02:00:00,5665.78
1996-08-16 02:00:00,5689.45
1996-08-19 02:00:00,5699.44
1996-08-20 02:00:00,5721.26
1996-08-21 02:00:00,5689.82
1996-08-22 02:00:00,5733.47
1996-08-23 02:00:00,5722.74
1996-08-26 02:00:00,5693.89
1996-08-27 02:00:00,5711.27
1996-08-28 02:00:00,5712.38
1996-08-29 02:00:00,5647.65
1996-08-30 02:00:00,5616.21
1996-09-02 02:00:00,5616.21
1996-09-03 02:00:00,5648.39
1996-09-04 02:00:00,5656.9
1996-09-05 02:00:00,5606.96
1996-09-06 02:00:00,5659.86
1996-09-09 02:00:00,5733.84
1996-09-10 02:00:00,5727.18
1996-09-11 02:00:00,5754.92
1996-09-12 02:00:00,5771.94
1996-09-13 02:00:00,5838.52
1996-09-16 02:00:00,5889.2
1996-09-17 02:00:00,5888.83
1996-09-18 02:00:00,5877.36
1996-09-19 02:00:00,5867.74
1996-09-20 02:00:00,5888.46
1996-09-23 02:00:00,5894.74
1996-09-24 02:00:00,5874.03
1996-09-25 02:00:00,5877.36
1996-09-26 02:00:00,5868.85
1996-09-27 02:00:00,5872.92
1996-09-30 02:00:00,5882.17
1996-10-01 02:00:00,5904.9
1996-10-02 02:00:00,5933.97
1996-10-03 02:00:00,5932.85
1996-10-04 02:00:00,5992.86
1996-10-07 02:00:00,5979.81
1996-10-08 02:00:00,5966.77
1996-10-09 02:00:00,5930.62
1996-10-10 02:00:00,5921.67
1996-10-11 02:00:00,5969.38
1996-10-14 02:00:00,6010
1996-10-15 02:00:00,6004.78
1996-10-16 02:00:00,6020.81
1996-10-17 02:00:00,6059.2
1996-10-18 02:00:00,6094.23
1996-10-21 02:00:00,6090.87
1996-10-22 02:00:00,6061.8
1996-10-23 02:00:00,6036.46
1996-10-24 02:00:00,5992.48
1996-10-25 02:00:00,6007.02
1996-10-28 01:00:00,5972.73
1996-10-29 01:00:00,6007.02
1996-10-30 01:00:00,5993.23
1996-10-31 01:00:00,6029.38
1996-11-01 01:00:00,6021.93
1996-11-04 01:00:00,6041.68
1996-11-05 01:00:00,6081.18
1996-11-06 01:00:00,6177.71
1996-11-07 01:00:00,6206.04
1996-11-08 01:00:00,6219.82
1996-11-11 01:00:00,6255.6
1996-11-12 01:00:00,6266.04
1996-11-13 01:00:00,6274.24
1996-11-14 01:00:00,6313
1996-11-15 01:00:00,6348.03
1996-11-18 01:00:00,6346.91
1996-11-19 01:00:00,6397.6
1996-11-20 01:00:00,6430.02
1996-11-21 01:00:00,6418.47
1996-11-22 01:00:00,6471.76
1996-11-25 01:00:00,6547.79
1996-11-26 01:00:00,6528.41
1996-11-27 01:00:00,6499.34
1996-11-28 01:00:00,6499.34
1996-11-29 01:00:00,6521.7
1996-12-02 01:00:00,6521.7
1996-12-03 01:00:00,6442.69
1996-12-04 01:00:00,6422.94
1996-12-05 01:00:00,6437.1
1996-12-06 01:00:00,6381.94
1996-12-09 01:00:00,6463.94
1996-12-10 01:00:00,6473.25
1996-12-11 01:00:00,6402.52
1996-12-12 01:00:00,6303.71
1996-12-13 01:00:00,6304.87
1996-12-16 01:00:00,6268.35
1996-12-17 01:00:00,6308.33
1996-12-18 01:00:00,6346.77
1996-12-19 01:00:00,6473.64
1996-12-20 01:00:00,6484.4
1996-12-23 01:00:00,6489.02
1996-12-24 01:00:00,6522.85
1996-12-25 01:00:00,6522.85
1996-12-26 01:00:00,6546.68
1996-12-27 01:00:00,6560.91
1996-12-30 01:00:00,6549.37
1996-12-31 01:00:00,6448.27
1997-01-01 01:00:00,6448.27
1997-01-02 01:00:00,6442.49
1997-01-03 01:00:00,6544.09
1997-01-06 01:00:00,6567.18
1997-01-07 01:00:00,6600.66
1997-01-08 01:00:00,6549.48
1997-01-09 01:00:00,6625.67
1997-01-10 01:00:00,6703.79
1997-01-13 01:00:00,6709.18
1997-01-14 01:00:00,6762.29
1997-01-15 01:00:00,6726.88
1997-01-16 01:00:00,6765.37
1997-01-17 01:00:00,6833.1
1997-01-20 01:00:00,6843.87
1997-01-21 01:00:00,6883.9
1997-01-22 01:00:00,6850.03
1997-01-23 01:00:00,6755.75
1997-01-24 01:00:00,6696.48
1997-01-27 01:00:00,6660.69
1997-01-28 01:00:00,6656.08
1997-01-29 01:00:00,6740.74
1997-01-30 01:00:00,6823.86
1997-01-31 01:00:00,6813.09
1997-02-03 01:00:00,6806.16
1997-02-04 01:00:00,6833.48
1997-02-05 01:00:00,6746.9
1997-02-06 01:00:00,6773.06
1997-02-07 01:00:00,6855.8
1997-02-10 01:00:00,6806.54
1997-02-11 01:00:00,6858.11
1997-02-12 01:00:00,6961.63
1997-02-13 01:00:00,7022.44
1997-02-14 01:00:00,6988.96
1997-02-17 01:00:00,6988.96
1997-02-18 01:00:00,7067.46
1997-02-19 01:00:00,7020.13
1997-02-20 01:00:00,6927.38
1997-02-21 01:00:00,6931.62
1997-02-24 01:00:00,7008.2
1997-02-25 01:00:00,7037.83
1997-02-26 01:00:00,6983.18
1997-02-27 01:00:00,6925.07
1997-02-28 01:00:00,6877.74
1997-03-03 01:00:00,6918.92
1997-03-04 01:00:00,6852.72
1997-03-05 01:00:00,6945.85
1997-03-06 01:00:00,6944.7
1997-03-07 01:00:00,7000.89
1997-03-10 01:00:00,7079.39
1997-03-11 01:00:00,7085.16
1997-03-12 01:00:00,7039.37
1997-03-13 01:00:00,6878.89
1997-03-14 01:00:00,6935.46
1997-03-17 01:00:00,6955.48
1997-03-18 01:00:00,6896.56
1997-03-19 01:00:00,6877.68
1997-03-20 01:00:00,6820.28
1997-03-21 01:00:00,6804.79
1997-03-24 01:00:00,6905.25
1997-03-25 01:00:00,6876.17
1997-03-26 01:00:00,6880.7
1997-03-27 01:00:00,6740.59
1997-03-28 01:00:00,6740.59
1997-03-31 02:00:00,6583.48
1997-04-01 02:00:00,6611.05
1997-04-02 02:00:00,6517.01
1997-04-03 02:00:00,6477.35
1997-04-04 02:00:00,6526.07
1997-04-07 02:00:00,6555.91
1997-04-08 02:00:00,6609.16
1997-04-09 02:00:00,6563.84
1997-04-10 02:00:00,6540.05
1997-04-11 02:00:00,6391.69
1997-04-14 02:00:00,6451.9
1997-04-15 02:00:00,6587.16
1997-04-16 02:00:00,6679.87
1997-04-17 02:00:00,6658.6
1997-04-18 02:00:00,6703.55
1997-04-21 02:00:00,6660.21
1997-04-22 02:00:00,6833.59
1997-04-23 02:00:00,6812.72
1997-04-24 02:00:00,6792.25
1997-04-25 02:00:00,6738.87
1997-04-28 02:00:00,6783.02
1997-04-29 02:00:00,6962.03
1997-04-30 02:00:00,7008.99
1997-05-01 02:00:00,6976.48
1997-05-02 02:00:00,7071.2
1997-05-05 02:00:00,7214.49
1997-05-06 02:00:00,7225.32
1997-05-07 02:00:00,7085.65
1997-05-08 02:00:00,7136.62
1997-05-09 02:00:00,7169.53
1997-05-12 02:00:00,7292.75
1997-05-13 02:00:00,7274.21
1997-05-14 02:00:00,7286.16
1997-05-15 02:00:00,7333.55
1997-05-16 02:00:00,7194.67
1997-05-19 02:00:00,7228.88
1997-05-20 02:00:00,7303.46
1997-05-21 02:00:00,7290.69
1997-05-22 02:00:00,7258.13
1997-05-23 02:00:00,7345.91
1997-05-26 02:00:00,7345.91
1997-05-27 02:00:00,7383.41
1997-05-28 02:00:00,7357.23
1997-05-29 02:00:00,7330.18
1997-05-30 02:00:00,7331.04
1997-06-02 02:00:00,7289.4
1997-06-03 02:00:00,7312.15
1997-06-04 02:00:00,7269.66
1997-06-05 02:00:00,7305.29
1997-06-06 02:00:00,7435.78
1997-06-09 02:00:00,7478.5
1997-06-10 02:00:00,7539.27
1997-06-11 02:00:00,7575.83
1997-06-12 02:00:00,7711.47
1997-06-13 02:00:00,7782.04
1997-06-16 02:00:00,7772.09
1997-06-17 02:00:00,7760.78
1997-06-18 02:00:00,7718.71
1997-06-19 02:00:00,7777.06
1997-06-20 02:00:00,7796.51
1997-06-23 02:00:00,7604.26
1997-06-24 02:00:00,7758.06
1997-06-25 02:00:00,7689.98
1997-06-26 02:00:00,7654.25
1997-06-27 02:00:00,7687.72
1997-06-30 02:00:00,7672.79
1997-07-01 02:00:00,7722.33
1997-07-02 02:00:00,7795.38
1997-07-03 02:00:00,7895.81
1997-07-04 02:00:00,7895.81
1997-07-07 02:00:00,7858.49
1997-07-08 02:00:00,7962.31
1997-07-09 02:00:00,7842.43
1997-07-10 02:00:00,7886.76
1997-07-11 02:00:00,7921.82
1997-07-14 02:00:00,7922.98
1997-07-15 02:00:00,7975.71
1997-07-16 02:00:00,8038.88
1997-07-17 02:00:00,8020.77
1997-07-18 02:00:00,7890.46
1997-07-21 02:00:00,7906.72
1997-07-22 02:00:00,8061.65
1997-07-23 02:00:00,8088.36
1997-07-24 02:00:00,8116.93
1997-07-25 02:00:00,8113.44
1997-07-28 02:00:00,8121.11
1997-07-29 02:00:00,8174.53
1997-07-30 02:00:00,8254.89
1997-07-31 02:00:00,8222.61
1997-08-01 02:00:00,8194.04
1997-08-04 02:00:00,8198.45
1997-08-05 02:00:00,8187.54
1997-08-06 02:00:00,8259.31
1997-08-07 02:00:00,8188
1997-08-08 02:00:00,8031.22
1997-08-11 02:00:00,8062.11
1997-08-12 02:00:00,7960.84
1997-08-13 02:00:00,7928.32
1997-08-14 02:00:00,7942.03
1997-08-15 02:00:00,7694.66
1997-08-18 02:00:00,7803.36
1997-08-19 02:00:00,7918.1
1997-08-20 02:00:00,8021.23
1997-08-21 02:00:00,7893.95
1997-08-22 02:00:00,7887.91
1997-08-25 02:00:00,7859.57
1997-08-26 02:00:00,7782.22
1997-08-27 02:00:00,7787.33
1997-08-28 02:00:00,7694.43
1997-08-29 02:00:00,7622.42
1997-09-01 02:00:00,7622.42
1997-09-02 02:00:00,7879.78
1997-09-03 02:00:00,7894.64
1997-09-04 02:00:00,7867.24
1997-09-05 02:00:00,7822.41
1997-09-08 02:00:00,7835.18
1997-09-09 02:00:00,7851.91
1997-09-10 02:00:00,7719.28
1997-09-11 02:00:00,7660.98
1997-09-12 02:00:00,7742.97
1997-09-15 02:00:00,7721.14
1997-09-16 02:00:00,7895.92
1997-09-17 02:00:00,7886.44
1997-09-18 02:00:00,7922.72
1997-09-19 02:00:00,7917.27
1997-09-22 02:00:00,7996.83
1997-09-23 02:00:00,7970.06
1997-09-24 02:00:00,7906.71
1997-09-25 02:00:00,7848.01
1997-09-26 02:00:00,7922.18
1997-09-29 02:00:00,7991.43
1997-09-30 02:00:00,7945.26
1997-10-01 02:00:00,8015.5
1997-10-02 02:00:00,8027.53
1997-10-03 02:00:00,8038.58
1997-10-06 02:00:00,8100.22
1997-10-07 02:00:00,8178.31
1997-10-08 02:00:00,8095.06
1997-10-09 02:00:00,8061.42
1997-10-10 02:00:00,8045.21
1997-10-13 02:00:00,8072.22
1997-10-14 02:00:00,8096.29
1997-10-15 02:00:00,8057.98
1997-10-16 02:00:00,7938.88
1997-10-17 02:00:00,7847.03
1997-10-20 02:00:00,7921.44
1997-10-21 02:00:00,8060.44
1997-10-22 02:00:00,8034.65
1997-10-23 02:00:00,7847.77
1997-10-24 02:00:00,7715.41
1997-10-27 01:00:00,7161.15
1997-10-28 01:00:00,7498.32
1997-10-29 01:00:00,7506.67
1997-10-30 01:00:00,7381.67
1997-10-31 01:00:00,7442.08
1997-11-03 01:00:00,7674.39
1997-11-04 01:00:00,7689.13
1997-11-05 01:00:00,7692.57
1997-11-06 01:00:00,7683.24
1997-11-07 01:00:00,7581.32
1997-11-10 01:00:00,7552.59
1997-11-11 01:00:00,7558.73
1997-11-12 01:00:00,7401.32
1997-11-13 01:00:00,7487.76
1997-11-14 01:00:00,7572.48
1997-11-17 01:00:00,7698.22
1997-11-18 01:00:00,7650.82
1997-11-19 01:00:00,7724.74
1997-11-20 01:00:00,7826.61
1997-11-21 01:00:00,7881.07
1997-11-24 01:00:00,7767.92
1997-11-25 01:00:00,7808.95
1997-11-26 01:00:00,7794.78
1997-11-27 01:00:00,7794.78
1997-11-28 01:00:00,7823.13
1997-12-01 01:00:00,8013.11
1997-12-02 01:00:00,8018.83
1997-12-03 01:00:00,8032.01
1997-12-04 01:00:00,8050.16
1997-12-05 01:00:00,8149.13
1997-12-08 01:00:00,8110.84
1997-12-09 01:00:00,8049.66
1997-12-10 01:00:00,7978.79
1997-12-11 01:00:00,7848.99
1997-12-12 01:00:00,7838.3
1997-12-15 01:00:00,7922.59
1997-12-16 01:00:00,7976.31
1997-12-17 01:00:00,7957.41
1997-12-18 01:00:00,7846.5
1997-12-19 01:00:00,7756.29
1997-12-22 01:00:00,7819.31
1997-12-23 01:00:00,7691.77
1997-12-24 01:00:00,7660.13
1997-12-25 01:00:00,7660.13
1997-12-26 01:00:00,7679.31
1997-12-29 01:00:00,7792.41
1997-12-30 01:00:00,7915.97
1997-12-31 01:00:00,7908.25
1998-01-01 01:00:00,7908.25
1998-01-02 01:00:00,7965.04
1998-01-05 01:00:00,7978.99
1998-01-06 01:00:00,7906.25
1998-01-07 01:00:00,7902.27
1998-01-08 01:00:00,7802.62
1998-01-09 01:00:00,7580.42
1998-01-12 01:00:00,7647.18
1998-01-13 01:00:00,7732.13
1998-01-14 01:00:00,7784.69
1998-01-15 01:00:00,7691.77
1998-01-16 01:00:00,7753.55
1998-01-19 01:00:00,7753.55
1998-01-20 01:00:00,7873.12
1998-01-21 01:00:00,7794.4
1998-01-22 01:00:00,7730.88
1998-01-23 01:00:00,7700.74
1998-01-26 01:00:00,7712.94
1998-01-27 01:00:00,7815.08
1998-01-28 01:00:00,7915.47
1998-01-29 01:00:00,7973.02
1998-01-30 01:00:00,7906.5
1998-02-02 01:00:00,8107.78
1998-02-03 01:00:00,8160.35
1998-02-04 01:00:00,8129.71
1998-02-05 01:00:00,8117.25
1998-02-06 01:00:00,8189.49
1998-02-09 01:00:00,8180.52
1998-02-10 01:00:00,8295.61
1998-02-11 01:00:00,8314.55
1998-02-12 01:00:00,8369.6
1998-02-13 01:00:00,8370.1
1998-02-16 01:00:00,8370.1
1998-02-17 01:00:00,8398.5
1998-02-18 01:00:00,8451.06
1998-02-19 01:00:00,8375.58
1998-02-20 01:00:00,8413.94
1998-02-23 01:00:00,8410.2
1998-02-24 01:00:00,8370.1
1998-02-25 01:00:00,8457.78
1998-02-26 01:00:00,8490.67
1998-02-27 01:00:00,8545.72
1998-03-02 01:00:00,8550.45
1998-03-03 01:00:00,8584.83
1998-03-04 01:00:00,8539.24
1998-03-05 01:00:00,8444.33
1998-03-06 01:00:00,8569.39
1998-03-09 01:00:00,8567.14
1998-03-10 01:00:00,8643.12
1998-03-11 01:00:00,8675.75
1998-03-12 01:00:00,8659.56
1998-03-13 01:00:00,8602.52
1998-03-16 01:00:00,8718.85
1998-03-17 01:00:00,8749.99
1998-03-18 01:00:00,8775.4
1998-03-19 01:00:00,8803.05
1998-03-20 01:00:00,8906.43
1998-03-23 01:00:00,8816.25
1998-03-24 01:00:00,8904.44
1998-03-25 01:00:00,8872.8
1998-03-26 01:00:00,8846.89
1998-03-27 01:00:00,8796.08
1998-03-30 02:00:00,8782.12
1998-03-31 02:00:00,8799.81
1998-04-01 02:00:00,8868.32
1998-04-02 02:00:00,8986.64
1998-04-03 02:00:00,8983.41
1998-04-06 02:00:00,9033.23
1998-04-07 02:00:00,8956.5
1998-04-08 02:00:00,8891.48
1998-04-09 02:00:00,8994.86
1998-04-10 02:00:00,8994.86
1998-04-13 02:00:00,9012.3
1998-04-14 02:00:00,9110.2
1998-04-15 02:00:00,9162.27
1998-04-16 02:00:00,9076.57
1998-04-17 02:00:00,9167.5
1998-04-20 02:00:00,9141.84
1998-04-21 02:00:00,9184.94
1998-04-22 02:00:00,9176.72
1998-04-23 02:00:00,9143.33
1998-04-24 02:00:00,9064.62
1998-04-27 02:00:00,8917.64
1998-04-28 02:00:00,8898.96
1998-04-29 02:00:00,8951.52
1998-04-30 02:00:00,9063.37
1998-05-01 02:00:00,9147.07
1998-05-04 02:00:00,9192.66
1998-05-05 02:00:00,9147.57
1998-05-06 02:00:00,9054.65
1998-05-07 02:00:00,8976.68
1998-05-08 02:00:00,9055.15
1998-05-11 02:00:00,9091.52
1998-05-12 02:00:00,9161.77
1998-05-13 02:00:00,9211.84
1998-05-14 02:00:00,9172.23
1998-05-15 02:00:00,9096
1998-05-18 02:00:00,9050.91
1998-05-19 02:00:00,9054.65
1998-05-20 02:00:00,9171.48
1998-05-21 02:00:00,9132.37
1998-05-22 02:00:00,9114.44
1998-05-25 02:00:00,9114.44
1998-05-26 02:00:00,8963.73
1998-05-27 02:00:00,8936.57
1998-05-28 02:00:00,8970.2
1998-05-29 02:00:00,8899.95
1998-06-01 02:00:00,8922.37
1998-06-02 02:00:00,8891.24
1998-06-03 02:00:00,8803.8
1998-06-04 02:00:00,8870.56
1998-06-05 02:00:00,9037.71
1998-06-08 02:00:00,9069.6
1998-06-09 02:00:00,9049.92
1998-06-10 02:00:00,8971.7
1998-06-11 02:00:00,8811.77
1998-06-12 02:00:00,8834.94
1998-06-15 02:00:00,8627.93
1998-06-16 02:00:00,8665.29
1998-06-17 02:00:00,8829.46
1998-06-18 02:00:00,8813.01
1998-06-19 02:00:00,8712.87
1998-06-22 02:00:00,8711.13
1998-06-23 02:00:00,8828.46
1998-06-24 02:00:00,8923.87
1998-06-25 02:00:00,8935.58
1998-06-26 02:00:00,8944.54
1998-06-29 02:00:00,8997.36
1998-06-30 02:00:00,8952.02
1998-07-01 02:00:00,9048.67
1998-07-02 02:00:00,9025.26
1998-07-03 02:00:00,9025.26
1998-07-06 02:00:00,9091.77
1998-07-07 02:00:00,9085.04
1998-07-08 02:00:00,9174.97
1998-07-09 02:00:00,9089.78
1998-07-10 02:00:00,9105.74
1998-07-13 02:00:00,9096.21
1998-07-14 02:00:00,9245.54
1998-07-15 02:00:00,9234.47
1998-07-16 02:00:00,9328.19
1998-07-17 02:00:00,9337.97
1998-07-20 02:00:00,9295.75
1998-07-21 02:00:00,9190.19
1998-07-22 02:00:00,9128.91
1998-07-23 02:00:00,8932.98
1998-07-24 02:00:00,8937.36
1998-07-27 02:00:00,9028.24
1998-07-28 02:00:00,8934.78
1998-07-29 02:00:00,8914.96
1998-07-30 02:00:00,9026.95
1998-07-31 02:00:00,8883.29
1998-08-03 02:00:00,8786.74
1998-08-04 02:00:00,8487.31
1998-08-05 02:00:00,8546.78
1998-08-06 02:00:00,8577.68
1998-08-07 02:00:00,8598.02
1998-08-10 02:00:00,8574.85
1998-08-11 02:00:00,8462.85
1998-08-12 02:00:00,8552.96
1998-08-13 02:00:00,8459.5
1998-08-14 02:00:00,8425
1998-08-17 02:00:00,8574.85
1998-08-18 02:00:00,8714.65
1998-08-19 02:00:00,8693.28
1998-08-20 02:00:00,8611.41
1998-08-21 02:00:00,8533.65
1998-08-24 02:00:00,8566.61
1998-08-25 02:00:00,8602.65
1998-08-26 02:00:00,8523.35
1998-08-27 02:00:00,8165.99
1998-08-28 02:00:00,8051.68
1998-08-31 02:00:00,7539.07
1998-09-01 02:00:00,7827.43
